Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Product 4,Alpha,Beta,Gamma,T_min,T_max,reduced_mass,extrapolate
HE+,NH3,NAN,NH+,HE,H2,NAN,1.76e-10,-0.5,0.0,10.0,41000.0,0.0,False
HE+,NH3,NAN,NH2+,HE,H,NAN,1.76e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,NH,NAN,N+,HE,H,NAN,1.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,NO,NAN,O+,N,HE,NAN,2e-10,0.0,0.0,10.0,41000.0,0.0,False
HE+,NO,NAN,O,N+,HE,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,NS,NAN,S+,N,HE,NAN,1.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,NS,NAN,S,N+,HE,NAN,1.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,O2,NAN,O+,O,HE,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,OCN,NAN,CN+,O,HE,NAN,3e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,OCN,NAN,CN,O+,HE,NAN,3e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,OCS,NAN,CS+,O,HE,NAN,7.6e-10,0.0,0.0,10.0,41000.0,0.0,False
HE+,OCS,NAN,CS,O+,HE,NAN,7.6e-10,0.0,0.0,10.0,41000.0,0.0,False
HE+,OCS,NAN,S+,CO,HE,NAN,7.6e-10,0.0,0.0,10.0,41000.0,0.0,False
HE+,OCS,NAN,S,CO+,HE,NAN,7.6e-10,0.0,0.0,10.0,41000.0,0.0,False
HE+,OH,NAN,O+,HE,H,NAN,1.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,S2,NAN,S+,S,HE,NAN,2e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SO2,NAN,S+,O2,HE,NAN,9e-10,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SO2,NAN,SO+,O,HE,NAN,2.97e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SO,NAN,S+,O,HE,NAN,8.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SO,NAN,S,O+,HE,NAN,8.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIC2,NAN,SI+,C2,HE,NAN,2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIC3,NAN,SIC2+,C,HE,NAN,2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIC,NAN,SI+,C,HE,NAN,2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIC,NAN,SI,C+,HE,NAN,2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIH2,NAN,SI+,HE,H2,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIH2,NAN,SIH+,HE,H,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIH3,NAN,SIH+,HE,H2,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIH3,NAN,SIH2+,HE,H,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIH4,NAN,SI+,HE,H2,H2,1.41e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIH4,NAN,SIH+,HE,H2,H,9.4e-10,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIH,NAN,SI+,HE,H,NAN,1.8e-09,0.0,0.0,10.0,41000.0,0.0,False
HE+,SIO,NAN,SI+,O,HE,NAN,8.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIO,NAN,SI,O+,HE,NAN,8.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIS,NAN,S+,SI,HE,NAN,3.8e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,SIS,NAN,S,SI+,HE,NAN,3.8e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,H2CN,NAN,CN+,H2,HE,NAN,5.23e-09,-0.5,0.0,10.0,41000.0,0.0,False
HE+,H,NAN,HEH+,PHOTON,NAN,NAN,4.78e-16,-0.37,-4.0,50.0,1000.0,0.0,False
HE+,E-,NAN,HE,PHOTON,NAN,NAN,5.36e-12,-0.5,0.0,10.0,1000.0,0.0,False
HEH+,E-,NAN,HE,H,NAN,NAN,1e-08,-0.6,0.0,10.0,300.0,0.0,False
HNC,H2CO+,NAN,HCO,HCNH+,NAN,NAN,1.4e-09,-0.5,0.0,10.0,41000.0,0.0,False
HNC,H2COH+,NAN,H2CO,HCNH+,NAN,NAN,1.3e-09,-0.5,0.0,10.0,41000.0,0.0,False
HNC,H3S+,NAN,H2S,HCNH+,NAN,NAN,1.5e-09,-0.5,0.0,10.0,41000.0,0.0,False
HNC,HCO+,NAN,HCNH+,CO,NAN,NAN,3.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
HNC,HNO+,NAN,NO,HCNH+,NAN,NAN,9.9e-10,-0.5,0.0,10.0,41000.0,0.0,False
HNC,HS+,NAN,S,HCNH+,NAN,NAN,8.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
HNC,N2H+,NAN,HCNH+,N2,NAN,NAN,3.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
HNC,O2H+,NAN,O2,HCNH+,NAN,NAN,9.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
HNCO,C,NAN,CO,HNC,NAN,NAN,1e-12,0.0,0.0,10.0,300.0,0.0,False
HNO+,E-,NAN,NO,H,NAN,NAN,3e-07,-0.5,0.0,10.0,300.0,0.0,False
HNO+,CO2,NAN,HCO2+,NO,NAN,NAN,1e-10,0.0,0.0,10.0,41000.0,0.0,False
HNO+,S,NAN,HS+,NO,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
HNS+,E-,NAN,NS,H,NAN,NAN,3e-07,-0.5,0.0,10.0,300.0,0.0,False
HOC+,E-,NAN,CO,H,NAN,NAN,1.1e-07,-1.0,0.0,10.0,300.0,0.0,False
HOSO+,E-,NAN,SO2,H,NAN,NAN,2e-07,-0.5,0.0,10.0,300.0,0.0,False
HOSO+,E-,NAN,SO,O,H,NAN,1e-07,-0.5,0.0,10.0,300.0,0.0,False
HOSO+,E-,NAN,SO,OH,NAN,NAN,1e-07,-0.5,0.0,10.0,300.0,0.0,False
HS,HS,NAN,H2S,S,NAN,NAN,1.3e-11,0.0,0.0,293.0,2500.0,0.0,False
HS+,E-,NAN,S,H,NAN,NAN,2e-07,-0.5,0.0,10.0,300.0,0.0,False
HS+,H2S,NAN,H3S+,S,NAN,NAN,4.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
HS+,H2S,NAN,HS2+,H2,NAN,NAN,2.8e-10,-0.5,0.0,10.0,41000.0,0.0,False
HS2+,E-,NAN,HS,S,NAN,NAN,1.5e-07,-0.5,0.0,10.0,300.0,0.0,False
HS2+,E-,NAN,S2,H,NAN,NAN,1.5e-07,-0.5,0.0,10.0,300.0,0.0,False
HSO+,E-,NAN,SO,H,NAN,NAN,2e-07,-0.5,0.0,10.0,300.0,0.0,False
MG,C2H2+,NAN,C2H2,MG+,NAN,NAN,3e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,CS+,NAN,CS,MG+,NAN,NAN,2.7e-10,0.0,0.0,10.0,41000.0,0.0,False
MG,H2CO+,NAN,H2CO,MG+,NAN,NAN,2.9e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,H2S+,NAN,H2S,MG+,NAN,NAN,2.8e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,HCO+,NAN,HCO,MG+,NAN,NAN,2.9e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,HS+,NAN,HS,MG+,NAN,NAN,2.6e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,N2+,NAN,N2,MG+,NAN,NAN,7e-10,0.0,0.0,10.0,41000.0,0.0,False
MG,NO+,NAN,NO,MG+,NAN,NAN,8.1e-10,0.0,0.0,10.0,41000.0,0.0,False
MG,O2+,NAN,O2,MG+,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,S+,NAN,S,MG+,NAN,NAN,2.8e-10,0.0,0.0,10.0,41000.0,0.0,False
MG,SO+,NAN,SO,MG+,NAN,NAN,1e-10,0.0,0.0,10.0,41000.0,0.0,False
MG,SI+,NAN,SI,MG+,NAN,NAN,2.9e-09,0.0,0.0,10.0,41000.0,0.0,False
MG,SIO+,NAN,SIO,MG+,NAN,NAN,1e-09,0.0,0.0,10.0,300.0,0.0,False
MG+,E-,NAN,MG,PHOTON,NAN,NAN,2.78e-12,-0.68,0.0,10.0,1000.0,0.0,False
N,N2+,NAN,N2,N+,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0,0.0,False
N,C2+,NAN,CN,C+,NAN,NAN,4e-11,0.0,0.0,10.0,41000.0,0.0,False
N,C2H+,NAN,C2N+,H,NAN,NAN,1e-10,0.0,0.0,10.0,41000.0,0.0,False
N,C2H+,NAN,CN,CH+,NAN,NAN,9e-11,0.0,0.0,10.0,41000.0,0.0,False
N,C2H2+,NAN,C2N+,H2,NAN,NAN,7.5e-11,0.0,0.0,10.0,41000.0,0.0,False
N,C2H2+,NAN,C2NH+,H,NAN,NAN,1.5e-10,0.0,0.0,10.0,41000.0,0.0,False
N,C2H2+,NAN,HCN,CH+,NAN,NAN,2.5e-11,0.0,0.0,10.0,41000.0,0.0,False
N,CH2+,NAN,HCN+,H,NAN,NAN,2.2e-10,0.0,0.0,10.0,41000.0,0.0,False
N,CN+,NAN,N2+,C,NAN,NAN,6.1e-10,0.0,0.0,10.0,41000.0,0.0,False
N,H2O+,NAN,HNO+,H,NAN,NAN,1.12e-10,0.0,0.0,10.0,41000.0,0.0,False
N,H2O+,NAN,NO+,H2,NAN,NAN,2.8e-11,0.0,0.0,10.0,41000.0,0.0,False
N,H2S+,NAN,NS+,H2,NAN,NAN,7.9e-10,0.0,0.0,10.0,41000.0,0.0,False
N,HS+,NAN,NS+,H,NAN,NAN,7.4e-10,0.0,0.0,10.0,41000.0,0.0,False
N,NH+,NAN,N2+,H,NAN,NAN,1.3e-09,0.0,0.0,10.0,41000.0,0.0,False
N,NH2+,NAN,N2H+,H,NAN,NAN,9.1e-11,0.0,0.0,10.0,41000.0,0.0,False
N,O2+,NAN,NO+,O,NAN,NAN,1.8e-10,0.0,0.0,10.0,41000.0,0.0,False
N,OH+,NAN,NO+,H,NAN,NAN,8.9e-10,0.0,0.0,10.0,41000.0,0.0,False
N,SO+,NAN,NS+,O,NAN,NAN,5e-11,0.0,0.0,10.0,41000.0,0.0,False
N,SIC+,NAN,SI+,CN,NAN,NAN,7.7e-10,0.0,0.0,10.0,41000.0,0.0,False
N,SIO+,NAN,NO+,SI,NAN,NAN,9e-11,0.0,0.0,10.0,41000.0,0.0,False
N,SIO+,NAN,NO,SI+,NAN,NAN,2.1e-10,0.0,0.0,10.0,41000.0,0.0,False
N,C2,NAN,CN,C,NAN,NAN,3.01e-10,0.58,0.0,57.0,296.0,0.0,False
N,C2H3,NAN,C2H2,NH,NAN,NAN,1.2e-11,0.0,0.0,10.0,300.0,0.0,False
N,C2H4,NAN,HCN,CH3,NAN,NAN,2.66e-14,0.0,352.0,318.0,701.0,0.0,False
N,C2H5,NAN,C2H4,NH,NAN,NAN,7.15e-11,0.0,0.0,10.0,300.0,0.0,False
N,C2H5,NAN,H2CN,CH3,NAN,NAN,3.85e-11,0.0,0.0,10.0,300.0,0.0,False
N,C2H,NAN,C2N,H,NAN,NAN,1.7e-11,0.0,0.0,10.0,300.0,0.0,False
N,C2N,NAN,CN,CN,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
N,C3H2,NAN,HC3N,H,NAN,NAN,1e-13,0.0,0.0,10.0,300.0,0.0,False
N,C3N,NAN,CN,C2N,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
N,C4H,NAN,C4N,H,NAN,NAN,1.7e-11,0.0,0.0,10.0,300.0,0.0,False
N,C4N,NAN,CN,C3N,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
N,CH2,NAN,HCN,H,NAN,NAN,3.95e-11,0.17,0.0,10.0,300.0,0.0,False
N,CH2,NAN,HNC,H,NAN,NAN,3.95e-11,0.17,0.0,10.0,300.0,0.0,False
N,CH2,NAN,NH,CH,NAN,NAN,9.96e-13,0.0,20380.0,1000.0,4000.0,0.0,False
N,CH3,NAN,H2CN,H,NAN,NAN,7.74e-11,0.0,0.0,298.0,298.0,0.0,False
N,CH3,NAN,HCN,H2,NAN,NAN,8.6e-12,0.0,0.0,298.0,298.0,0.0,False
N,CH3,NAN,HCN,H,H,NAN,3.32e-13,0.0,0.0,253.0,352.0,0.0,False
N,CN,NAN,N2,C,NAN,NAN,1e-10,0.18,0.0,10.0,299.0,0.0,False
N,CO2,NAN,NO,CO,NAN,NAN,3.2e-13,0.0,1710.0,291.0,523.0,0.0,False
N,CS,NAN,S,CN,NAN,NAN,3.8e-11,0.5,1160.0,38.0,300.0,0.0,False
N,H2CN,NAN,HCN,NH,NAN,NAN,1e-10,0.0,200.0,200.0,363.0,0.0,False
N,HCO,NAN,CO,NH,NAN,NAN,5.71e-12,0.5,1000.0,33.0,300.0,0.0,False
N,HCO,NAN,HCN,O,NAN,NAN,1.7e-10,0.0,0.0,10.0,300.0,0.0,False
N,HCO,NAN,OCN,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
N,HCS,NAN,S,HCN,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
N,HNO,NAN,NO,NH,NAN,NAN,2.94e-12,0.5,1000.0,33.0,300.0,0.0,False
N,HS,NAN,NS,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
N,HS,NAN,S,NH,NAN,NAN,1.73e-11,0.5,9060.0,302.0,41000.0,0.0,False
N,NCCN,NAN,N2,C2N,NAN,NAN,1e-11,0.0,0.0,300.0,300.0,0.0,False
N,NH,NAN,N2,H,NAN,NAN,4.98e-11,0.0,0.0,10.0,1400.0,0.0,False
N,NO2,NAN,N2,O,O,NAN,2.39e-12,0.0,0.0,300.0,300.0,0.0,False
N,NO2,NAN,NO,NO,NAN,NAN,6.07e-12,0.0,0.0,10.0,300.0,0.0,False
N,NO2,NAN,O2,N2,NAN,NAN,1.84e-12,0.0,0.0,10.0,300.0,0.0,False
N,NO,NAN,N2,O,NAN,NAN,3.38e-11,-0.17,-2.8,100.0,2500.0,0.0,False
N,NS,NAN,S,N2,NAN,NAN,3e-11,-0.6,0.0,10.0,300.0,0.0,False
N,O2,NAN,NO,O,NAN,NAN,4.5e-12,1.0,3270.0,300.0,5000.0,0.0,False
N,O2H,NAN,O2,NH,NAN,NAN,2.19e-11,0.0,0.0,10.0,300.0,0.0,False
N,OH,NAN,NO,H,NAN,NAN,6.05e-11,-0.23,14.9,5.0,2500.0,0.0,False
N,OH,NAN,O,NH,NAN,NAN,1.88e-11,0.1,10700.0,300.0,2500.0,0.0,False
N,S2,NAN,NS,S,NAN,NAN,1.73e-11,0.5,4000.0,133.0,300.0,0.0,False
N,SO,NAN,NS,O,NAN,NAN,4.68e-11,0.5,8254.0,275.0,300.0,0.0,False
N,SO,NAN,S,NO,NAN,NAN,1.73e-11,0.5,750.0,25.0,300.0,0.0,False
N,SIC,NAN,SI,CN,NAN,NAN,5e-11,0.0,0.0,10.0,300.0,0.0,False
N+,C2,NAN,C2+,N,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
N+,C2H,NAN,C2H+,N,NAN,NAN,9.5e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,CH2,NAN,CH2+,N,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
N+,CH4,NAN,CH4+,N,NAN,NAN,2.8e-11,0.0,0.0,10.0,41000.0,0.0,False
N+,CN,NAN,CN+,N,NAN,NAN,1.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,CO,NAN,CO+,N,NAN,NAN,8.25e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,H2CO,NAN,H2CO+,N,NAN,NAN,1.88e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,H2O,NAN,H2O+,N,NAN,NAN,2.8e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,H2S,NAN,H2S+,N,NAN,NAN,1.06e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,HCN,NAN,HCN+,N,NAN,NAN,3.7e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,HCO,NAN,HCO+,N,NAN,NAN,4.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,MG,NAN,MG+,N,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
N+,NH2,NAN,NH2+,N,NAN,NAN,1e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,NH3,NAN,NH3+,N,NAN,NAN,1.97e-09,-0.5,0.0,10.0,41000.0,0.0,False
N+,NH,NAN,NH+,N,NAN,NAN,3.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,NO,NAN,NO+,N,NAN,NAN,4.51e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,O2,NAN,O2+,N,NAN,NAN,3.11e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,OCS,NAN,OCS+,N,NAN,NAN,1.02e-09,0.0,0.0,10.0,41000.0,0.0,False
N+,OH,NAN,OH+,N,NAN,NAN,3.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,CH3OH,NAN,H2CO+,NH,H,NAN,9.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,CH3OH,NAN,H2COH+,NH,NAN,NAN,4.96e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,CH3OH,NAN,NO+,CH3,H,NAN,3.1e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,CH3OH,NAN,NO,CH3+,H,NAN,1.24e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,CH4,NAN,CH3+,N,H,NAN,4.7e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,CH4,NAN,HCN+,H2,H,NAN,5.6e-11,0.0,0.0,10.0,41000.0,0.0,False
N+,CH4,NAN,HCNH+,H,H,NAN,3.8e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,CO2,NAN,NO,CO+,NAN,NAN,2.5e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,CO,NAN,NO+,C,NAN,NAN,1.45e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,H2CO,NAN,HCO+,NH,NAN,NAN,7.25e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,H2CO,NAN,NO+,CH2,NAN,NAN,2.9e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,H2S,NAN,HS+,NH,NAN,NAN,5.51e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,H2S,NAN,HS,NH+,NAN,NAN,5.7e-11,-0.5,0.0,10.0,41000.0,0.0,False
N+,H2S,NAN,S+,NH,H,NAN,2.28e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,HCO,NAN,CO,NH+,NAN,NAN,4.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,NCCN,NAN,C2N+,N2,NAN,NAN,3e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,NCCN,NAN,C2N2+,N,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
N+,NH3,NAN,N2H+,H2,NAN,NAN,2.16e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,NH3,NAN,NH2+,NH,NAN,NAN,2.16e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,NH,NAN,N2+,H,NAN,NAN,3.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
N+,NO,NAN,N2+,O,NAN,NAN,7.9e-11,0.0,0.0,10.0,41000.0,0.0,False
N+,O2,NAN,NO+,O,NAN,NAN,2.63e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,O2,NAN,NO,O+,NAN,NAN,3.66e-11,0.0,0.0,10.0,41000.0,0.0,False
N+,OCS,NAN,CS+,NO,NAN,NAN,7e-11,0.0,0.0,10.0,41000.0,0.0,False
N+,OCS,NAN,S+,CO,N,NAN,3.08e-10,0.0,0.0,10.0,41000.0,0.0,False
N+,N,NAN,N2+,PHOTON,NAN,NAN,3.71e-18,0.24,26.1,300.0,14700.0,0.0,False
N+,E-,NAN,N,PHOTON,NAN,NAN,3.5e-12,-0.53,-3.2,10.0,41000.0,0.0,False
N2,HNO+,NAN,NO,N2H+,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0,0.0,False
N2,O2H+,NAN,O2,N2H+,NAN,NAN,8e-10,0.0,0.0,10.0,41000.0,0.0,False
N2+,H2CO,NAN,H2CO+,N2,NAN,NAN,3.77e-10,-0.5,0.0,10.0,41000.0,0.0,False
N2+,H2S,NAN,H2S+,N2,NAN,NAN,1.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
N2+,HCO,NAN,HCO+,N2,NAN,NAN,3.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
N2+,NO,NAN,NO+,N2,NAN,NAN,4.4e-10,0.0,0.0,10.0,41000.0,0.0,False
N2+,O2,NAN,O2+,N2,NAN,NAN,5e-11,0.0,0.0,10.0,41000.0,0.0,False
N2+,OCS,NAN,OCS+,N2,NAN,NAN,2.6e-10,0.0,0.0,10.0,41000.0,0.0,False
N2+,S,NAN,S+,N2,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
N2+,E-,NAN,N,N,NAN,NAN,1.7e-07,-0.3,0.0,10.0,300.0,0.0,False
N2+,H2CO,NAN,HCO+,N2,H,NAN,2.52e-09,-0.5,0.0,10.0,41000.0,0.0,False
N2+,H2S,NAN,HS+,N2,H,NAN,1.13e-09,-0.5,0.0,10.0,41000.0,0.0,False
N2+,H2S,NAN,S+,N2,H2,NAN,2.25e-10,-0.5,0.0,10.0,41000.0,0.0,False
N2+,HCO,NAN,N2H+,CO,NAN,NAN,3.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
N2+,OCS,NAN,S+,N2,CO,NAN,1.04e-09,0.0,0.0,10.0,41000.0,0.0,False
N2H+,E-,NAN,N2,H,NAN,NAN,3.06e-07,-0.06,0.0,80.0,240.0,0.0,False
N2H+,E-,NAN,N,NH,NAN,NAN,2.03e-08,-0.06,0.0,80.0,240.0,0.0,False
N2H+,CH3CN,NAN,CH3CNH+,N2,NAN,NAN,4.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
N2H+,CO2,NAN,HCO2+,N2,NAN,NAN,9.8e-10,0.0,0.0,10.0,41000.0,0.0,False
N2H+,H2CO,NAN,H2COH+,N2,NAN,NAN,3.3e-09,-0.5,0.0,10.0,41000.0,0.0,False
N2H+,CH3OH,NAN,CH3OH2+,N2,NAN,NAN,1.39e-09,-0.5,0.0,10.0,4100.0,0.0,False
N2H+,CH3OH,NAN,H2COH+,N2,H2,NAN,6e-11,-0.5,0.0,10.0,4100.0,0.0,False
N2H+,CH3OH,NAN,CH3+,N2,H2O,NAN,1.87e-10,-0.5,0.0,10.0,4100.0,0.0,False
N2H+,S,NAN,HS+,N2,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
N2H+,CS,NAN,HCS+,N2,NAN,NAN,1.81e-09,0.0,0.0,10.0,41000.0,0.0,False
N2H+,HCS,NAN,H2CS+,N2,NAN,NAN,2e-09,-0.5,0.0,10.0,41000.0,0.0,False
N2H+,HNO,NAN,H2NO+,N2,NAN,NAN,1.67e-09,-0.5,0.0,10.0,41000.0,0.0,False
N2H+,CH3CCH,NAN,C3H5+,N2,NAN,NAN,7.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,CN+,NAN,CN,NH+,NAN,NAN,6.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,CO+,NAN,CO,NH+,NAN,NAN,3.2e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,N2+,NAN,N2,NH+,NAN,NAN,6.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,O+,NAN,O,NH+,NAN,NAN,3.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,C2+,NAN,C2H+,N,NAN,NAN,3.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,C2+,NAN,C2N+,H,NAN,NAN,3.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,CH3+,NAN,HCNH+,H2,NAN,NAN,7.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,CH5+,NAN,CH4,NH2+,NAN,NAN,7.1e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,CO+,NAN,HCO+,N,NAN,NAN,3.2e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,H2CO+,NAN,H2COH+,N,NAN,NAN,6.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,H2O+,NAN,H3O+,N,NAN,NAN,7.1e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,HCN+,NAN,CN,NH2+,NAN,NAN,6.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,HCO+,NAN,CO,NH2+,NAN,NAN,6.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,HNO+,NAN,NO,NH2+,NAN,NAN,6.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,N2H+,NAN,N2,NH2+,NAN,NAN,6.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,NH2+,NAN,NH3+,N,NAN,NAN,7.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,NH3+,NAN,NH4+,N,NAN,NAN,7.1e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,O+,NAN,NO+,H,NAN,NAN,3.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,O2+,NAN,HNO+,O,NAN,NAN,3.2e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,O2H+,NAN,O2,NH2+,NAN,NAN,6.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,OH+,NAN,NH2+,O,NAN,NAN,3.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,S+,NAN,NS+,H,NAN,NAN,6.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
NH,CH4,NAN,CH3,NH2,NAN,NAN,6.63e-16,6.13,5895.0,300.0,2000.0,0.0,False
NH,CN,NAN,HCN,N,NAN,NAN,2.94e-12,0.5,1000.0,33.0,300.0,0.0,False
NH,H2O,NAN,OH,NH2,NAN,NAN,1.83e-12,1.6,14090.0,600.0,3000.0,0.0,False
NH,NH3,NAN,NH2,NH2,NAN,NAN,5.25e-10,0.0,13470.0,1300.0,1700.0,0.0,False
NH,NH,NAN,NH2,N,NAN,NAN,3.84e-15,3.88,172.0,300.0,2500.0,0.0,False
NH,NH,NAN,N2,H,H,NAN,1.16e-09,0.0,0.0,298.0,298.0,0.0,False
NH,NO2,NAN,HNO,NO,NAN,NAN,2.44e-11,-1.94,56.9,10.0,300.0,0.0,False
NH,NO,NAN,N2,O,H,NAN,7.4e-10,0.0,10540.0,298.0,3300.0,0.0,False
NH,NO,NAN,N2,OH,NAN,NAN,1.33e-11,-0.78,40.0,298.0,3300.0,0.0,False
NH,O2,NAN,HNO,O,NAN,NAN,6.88e-14,2.07,3281.0,300.0,3500.0,0.0,False
NH,O2,NAN,NO,OH,NAN,NAN,1.11e-14,1.5,50.0,298.0,3300.0,0.0,False
NH,O,NAN,NO,H,NAN,NAN,6.6e-11,0.0,0.0,10.0,299.0,0.0,False
NH,O,NAN,OH,N,NAN,NAN,1.16e-11,0.0,0.0,250.0,3000.0,0.0,False
